,DATASET,TYPE,MODEL_TYPE,ZETA,FLIP,PROP,ACCURACY
1155,THYROID,FLOW3,SGDClassifier,0,0,2,0.9469613259668508
1156,THYROID,FLOW3,SGDClassifier,0,0,2,0.8784530386740331
1157,THYROID,FLOW3,SGDClassifier,0,0,2,0.09281767955801105
1158,THYROID,FLOW3,SGDClassifier,0,0,2,0.7403314917127072
1159,THYROID,FLOW3,SGDClassifier,0,0,2,0.09723756906077348
1160,THYROID,FLOW3,SGDClassifier,0,3,8,0.09281767955801105
1161,THYROID,FLOW3,SGDClassifier,0,3,8,0.09281767955801105
1162,THYROID,FLOW3,SGDClassifier,0,3,8,0.9337016574585635
1163,THYROID,FLOW3,SGDClassifier,0,3,8,0.09281767955801105
1164,THYROID,FLOW3,SGDClassifier,0,3,8,0.09171270718232044
1165,THYROID,FLOW3,SGDClassifier,0,3,8,0.09281767955801105
1166,THYROID,FLOW3,SGDClassifier,0,3,8,0.09281767955801105
1167,THYROID,FLOW3,SGDClassifier,0,3,8,0.09281767955801105
1168,THYROID,FLOW3,SGDClassifier,0,3,8,0.09281767955801105
1169,THYROID,FLOW3,SGDClassifier,0,3,8,0.09281767955801105
1170,THYROID,FLOW3,SGDClassifier,0,0,8,0.09281767955801105
1171,THYROID,FLOW3,SGDClassifier,0,0,8,0.9160220994475138
1172,THYROID,FLOW3,SGDClassifier,0,0,8,0.09281767955801105
1173,THYROID,FLOW3,SGDClassifier,0,0,8,0.6386740331491713
1174,THYROID,FLOW3,SGDClassifier,0,0,8,0.5701657458563536
1175,THYROID,FLOW3,SGDClassifier,0,0,8,0.9458563535911603
1176,THYROID,FLOW3,SGDClassifier,0,0,8,0.512707182320442
1177,THYROID,FLOW3,SGDClassifier,0,0,8,0.943646408839779
1178,THYROID,FLOW3,SGDClassifier,0,0,8,0.6729281767955801
1179,THYROID,FLOW3,SGDClassifier,0,0,8,0.9458563535911603
1180,THYROID,FLOW3,SGDClassifier,0,0,4,0.09834254143646409
1181,THYROID,FLOW3,SGDClassifier,0,0,4,0.5248618784530387
1182,THYROID,FLOW3,SGDClassifier,0,0,4,0.9469613259668508
1183,THYROID,FLOW3,SGDClassifier,0,0,4,0.9458563535911603
1184,THYROID,FLOW3,SGDClassifier,0,0,4,0.9281767955801105
1185,THYROID,FLOW3,SGDClassifier,0,0,4,0.9314917127071823
1186,THYROID,FLOW3,SGDClassifier,0,0,4,0.5767955801104973
1187,THYROID,FLOW3,SGDClassifier,0,0,4,0.8906077348066298
1188,THYROID,FLOW3,SGDClassifier,0,0,4,0.09834254143646409
1189,THYROID,FLOW3,SGDClassifier,0,0,4,0.9193370165745857
1190,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1191,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1192,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1193,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1194,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1195,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1196,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1197,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1198,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
1199,THYROID,FLOW3,SGDClassifier,0,3,4,0.09281767955801105
